,state-code,state-name,district-code,district-name,teh-code,teh-name,vill-code,ward-no,area-name,census_id
12982,06,HARYANA,070,Ambala,00360,Barara,057614,0000,Sharaqpur (201),0607000360057614
14556,06,HARYANA,074,Karnal,00372,Karnal,059213,0000,Dabarkipar (118),0607400372059213
10904,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038624,0000,Rawal Majra (22),0305100264038624
4730,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032321,0000,Jadla (146),0303900218032321
15351,06,HARYANA,077,Jind,00382,Narwana,060035,0000,Sedha Majra (107),0607700382060035
114,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027496,0000,Beli Chahngan (309),0303500201027496
11596,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00268,Dera Bassi,039343,0000,Bakarpur (16),0305200268039343
3172,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030732,0000,Kawan (496),0303800214030732
7084,03,PUNJAB,043,Firozpur,00235,Firozpur,034718,0000,Lakhmir Ke Uttar (302),0304300235034718
5875,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033479,0000,Nurwala (81),0304100227033479
8138,03,PUNJAB,046,Bathinda,00245,Bathinda,035789,0000,Baho Jattri (3),0304600245035789
7240,03,PUNJAB,043,Firozpur,00236,Jalalabad ,034880,0000,Moranwala (186),0304300236034880
6372,03,PUNJAB,042,Moga,00232,Bagha Purana,033980,0000,Langiana Purana (78),0304200232033980
5729,03,PUNJAB,041,Ludhiana,00226,Payal,033331,0000,Majri (234),0304100226033331
13822,06,HARYANA,072,Kurukshetra,00366,Thanesar,058480,0000,Kunwar Kheri (27),0607200366058480
16523,06,HARYANA,081,Bhiwani,00398,Bhiwani,061187,0000,Rajgarh (100),0608100398061187
1927,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029426,0000,Khurd  (120),0303600207029426
15756,06,HARYANA,078,Fatehabad,00388,Fatehabad,060432,0000,Dhaulu (78),0607800388060432
16179,06,HARYANA,080,Hisar,00393,Adampur,060846,0000,Daroli(32),0608000393060846
18917,06,HARYANA,089,Palwal ,00427,Palwal,063618,0000,Dundsa(50),0608900427063618
6807,03,PUNJAB,043,Firozpur,00234,Zira,034429,0000,Pandori Jattan  (157),0304300234034429
3919,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031498,0000,Bassi Mustapha (353),0303800216031498
172,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027559,0000,Targarh (193),0303500201027559
7248,03,PUNJAB,043,Firozpur,00236,Jalalabad ,034888,0000,Chak Rakh Amir (189),0304300236034888
6928,03,PUNJAB,043,Firozpur,00235,Firozpur,034549,0000,Dhira Ghara (326),0304300235034549
17586,06,HARYANA,084,Mahendragarh,00412,Narnaul,062242,0000,Azmabad Mokhuta(274),0608400412062242
18368,06,HARYANA,087,Mewat ,00421,Taoru,063045,0000,Milakpur (48),0608700421063045
14421,06,HARYANA,074,Karnal,00371,Indri,059074,0000,Kalri Jagir (5),0607400371059074
14788,06,HARYANA,075,Panipat,00375,Panipat,059447,0000,Baholi (12),0607500375059447
8595,03,PUNJAB,048,Patiala,00251,Patran,036237,0000,Gurditpur (203),0304800251036237
8799,03,PUNJAB,048,Patiala,00252,Nabha,036441,0000,Nanoki (116),0304800252036441
4349,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031935,0000,Moranwali (118),0303800217031935
10287,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,038005,0000,Dedehar Sahib (293),0305000259038005
16121,06,HARYANA,079,Sirsa,00391,Rania,060793,0000,Gindran(242),0607900391060793
8925,03,PUNJAB,048,Patiala,00253,Patiala,036567,0000,Bibipur (177),0304800253036567
6936,03,PUNJAB,043,Firozpur,00235,Firozpur,034559,0000,Hamidwala (14/1),0304300235034559
1921,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029420,0000,Khokhar Kadim Jadid (36),0303600207029420
16786,06,HARYANA,081,Bhiwani,00402,Dadri,061443,0000,Birhi Khurd(95),0608100402061443
17998,06,HARYANA,085,Rewari,00415,Bawal,062670,0000,Suthana (42),0608500415062670
6533,03,PUNJAB,042,Moga,00233,Moga,034143,0000,Adraman (223),0304200233034143
16526,06,HARYANA,081,Bhiwani,00398,Bhiwani,061190,0000,Bhakra (56),0608100398061190
11720,03,PUNJAB,053,Sangrur,00269,Malerkotla,039476,0000,Bhaini Kamboan (107),0305300269039476
6439,03,PUNJAB,042,Moga,00233,Moga,034045,0000,Jalal Singhwala (304),0304200233034045
816,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028264,0000,Ghot Pokhar (361),0303500202028264
2539,03,PUNJAB,037,Jalandhar,00211,Phillaur,030082,0000,Bhangali (13),0303700211030082
18757,06,HARYANA,088,Faridabad,00425,Faridabad,063457,0000,Rawajpur(142),0608800425063457
8359,03,PUNJAB,047,Mansa,00248,Budhlada,036006,0000,Andianwali (157),0304700248036006
8842,03,PUNJAB,048,Patiala,00253,Patiala,036483,0000,Faridpur (86),0304800253036483
1903,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029402,0000,Sawal (126),0303600207029402
11748,03,PUNJAB,053,Sangrur,00269,Malerkotla,039504,0000,Bulapur (132),0305300269039504
534,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027979,0000,Agwan (88),0303500202027979
18422,06,HARYANA,087,Mewat ,00422,Nuh,063102,0000,Gajarpur(166),0608700422063102
5770,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033372,0000,Uppal (208),0304100227033372
12108,03,PUNJAB,053,Sangrur,00272,Sunam,039864,0000,Dharamgarh (19),0305300272039864
10308,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,038027,0000,Koharhka (238),0305000259038027
16107,06,HARYANA,079,Sirsa,00391,Rania,060779,0000,Mangalia(215),0607900391060779
13481,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058131,0000,Chanda Kheri (300),0607100362058131
2725,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030272,0000,Jethpur (172),0303700212030272
7419,03,PUNJAB,043,Firozpur,00237,Fazilka,035064,0000,Chahlanwali (228),0304300237035064
5290,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032881,0000,Salani (66),0304000222032881
2655,03,PUNJAB,037,Jalandhar,00211,Phillaur,030202,0000,Paddi Khalsa (241),0303700211030202
13617,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058271,0000,Khijri (8),0607100363058271
4207,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031792,0000,Bhana (77),0303800217031792
7768,03,PUNJAB,044,Muktsar,00241,Muktsar,035414,0000,Attari (129),0304400241035414
6703,03,PUNJAB,043,Firozpur,00234,Zira,034324,0000,Variah  (126),0304300234034324
11147,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038882,0000,Salahpur (166),0305100265038882
3994,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031576,0000,Sajjan (181),0303800216031576
12082,03,PUNJAB,053,Sangrur,00272,Sunam,039838,0000,Ubha (148),0305300272039838
3542,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031117,0000,Begpur Kamloh (292),0303800215031117
6224,03,PUNJAB,041,Ludhiana,00230,Jagraon,033836,0000,Kiri (24),0304100230033836
6250,03,PUNJAB,041,Ludhiana,00230,Jagraon,033862,0000,Shahbazpura (36),0304100230033862
13989,06,HARYANA,072,Kurukshetra,00366,Thanesar,058649,0000,Singhaur (163),0607200366058649
1944,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029446,0000,Mand Gujarpur (97),0303600207029446
17599,06,HARYANA,084,Mahendragarh,00412,Narnaul,062255,0000,Shahpur Doyam(189),0608400412062255
14432,06,HARYANA,074,Karnal,00371,Indri,059085,0000,Bhudhanpur (19),0607400371059085
202,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027589,0000,Namala (164),0303500201027589
18657,06,HARYANA,087,Mewat ,00424,Punahana,063351,0000,Thek(220),0608700424063351
12604,06,HARYANA,070,Ambala,00358,Naraingarh,057222,0000,Tanka Majra (105),0607000358057222
17965,06,HARYANA,085,Rewari,00414,Rewari,062634,0000,Karnawas (151),0608500414062634
16537,06,HARYANA,081,Bhiwani,00398,Bhiwani,061201,0000,Jhundawas (143),0608100398061201
10591,03,PUNJAB,050,Tarn Taran,00261,Khadur Sahib,038312,0000,Fazilpur (143),0305000261038312
5954,03,PUNJAB,041,Ludhiana,00228,Ludhiana (West),033559,0000,Narangwal (306),0304100228033559
10878,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038597,0000,Bara Pind (326),0305100264038597
10745,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038464,0000,Bhauwal (422),0305100262038464
5020,03,PUNJAB,040,Fatehgarh Sahib,00220,Bassi Pathana,032611,0000,Wazidpur (88),0304000220032611
13346,06,HARYANA,071,Yamunanagar,00362,Bilaspur,057993,0000,Sabhri (153),0607100362057993
12445,06,HARYANA,069,Panchkula,00357,Panchkula,057058,0000,Manka (233),0606900357057058
12908,06,HARYANA,070,Ambala,00360,Barara,057539,0000,Rampur (155),0607000360057539
5033,03,PUNJAB,040,Fatehgarh Sahib,00220,Bassi Pathana,032624,0000,Abdullapur (80),0304000220032624
1240,03,PUNJAB,035,Gurdaspur,00203,Batala ,028704,0000,Masanian (197),0303500203028704
12283,03,PUNJAB,054,Barnala,00275,Barnala,040034,0000,Bahmania (85),0305400275040034
3301,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030873,0000,Rupowal (37),0303800214030873
12732,06,HARYANA,070,Ambala,00359,Ambala,057352,0000,Barnala (Part)(48),0607000359057352
14939,06,HARYANA,075,Panipat,00377,Samalkha,059615,0000,Raimal (76),0607500377059615
12565,06,HARYANA,070,Ambala,00358,Naraingarh,057182,0000,Gobindpur (272),0607000358057182
9722,03,PUNJAB,049,Amritsar ,00255,Ajnala,037411,0000,Jhander (288),0304900255037411
1998,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029504,0000,Rawal (18),0303600207029504
1890,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029387,0000,Alam Khanwala  (94),0303600207029387
16644,06,HARYANA,081,Bhiwani,00400,Siwani,061305,0000,Matani (111),0608100400061305
5796,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033399,0000,Gopalpur Bulandewal (281),0304100227033399
6937,03,PUNJAB,043,Firozpur,00235,Firozpur,034560,0000,Kamala Middu (15),0304300235034560
5535,03,PUNJAB,041,Ludhiana,00224,Samrala,033131,0000,Rampur Jhamloti (126),0304100224033131
15544,06,HARYANA,077,Jind,00385,Safidon,060225,0000,Dharamgarh (47),0607700385060225
8713,03,PUNJAB,048,Patiala,00252,Nabha,036354,0000,Labana Teku (162),0304800252036354
4941,03,PUNJAB,040,Fatehgarh Sahib,00220,Bassi Pathana,032532,0000,Naraina (245),0304000220032532
10680,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038399,0000,Lamlehri (317),0305100262038399
17248,06,HARYANA,083,Jhajjar,00409,Jhajjar,061909,0000,Gawalison(114),0608300409061909
17657,06,HARYANA,084,Mahendragarh,00412,Narnaul,062314,0000,Bhedanti(252),0608400412062314
3314,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030886,0000,Talwandi Jattan (46),0303800214030886
18966,06,HARYANA,089,Palwal ,00427,Palwal,063669,0000,Kairaka(25),0608900427063669
4086,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031669,0000,Kunt (122),0303800216031669
18051,06,HARYANA,085,Rewari,00415,Bawal,062724,0000,Badhoj (71),0608500415062724
2532,03,PUNJAB,037,Jalandhar,00211,Phillaur,030075,0000,Giddarpindi (71),0303700211030075
14050,06,HARYANA,072,Kurukshetra,00366,Thanesar,058712,0000,Bani (68),0607200366058712
10415,03,PUNJAB,050,Tarn Taran,00260,Patti ,038136,0000,Ram Khara (125),0305000260038136
12679,06,HARYANA,070,Ambala,00358,Naraingarh,057299,0000,Barsu Majra (300),0607000358057299
11423,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039160,0000,Thaska  (174),0305200267039160
1211,03,PUNJAB,035,Gurdaspur,00203,Batala ,028675,0000,Daulatpur (196),0303500203028675
733,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028178,0000,Matwan (250),0303500202028178
1960,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029466,0000,Lodhiwal (156),0303600207029466
4931,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032524,0000,Pojewal (371),0303900219032524
15381,06,HARYANA,077,Jind,00383,Jind,060063,0000,Thuha (69),0607700383060063
2357,03,PUNJAB,037,Jalandhar,00210,Nakodar,029897,0000,Sarai Kham (124),0303700210029897
15041,06,HARYANA,076,Sonipat,00379,Ganaur,059716,0000,Bhanwar (136),0607600379059716
5768,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033370,0000,Kum Khurd (199),0304100227033370
6060,03,PUNJAB,041,Ludhiana,00228,Ludhiana (West),033666,0000,Baraich (139),0304100228033666
13849,06,HARYANA,072,Kurukshetra,00366,Thanesar,058507,0000,Kanthal Khurd (4),0607200366058507
5086,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032678,0000,Nandiali (227),0304000221032678
6003,03,PUNJAB,041,Ludhiana,00228,Ludhiana (West),033608,0000,Baran Hara (150),0304100228033608
15708,06,HARYANA,078,Fatehabad,00387,Tohana,060385,0000,Balianwala(95),0607800387060385
4341,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031927,0000,Sadullapur Badhwan (290),0303800217031927
15125,06,HARYANA,076,Sonipat,00380,Sonipat,059803,0000,Nasirpur Khadar (15),0607600380059803
3681,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031257,0000,Noshera Shimli (354),0303800215031257
13489,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058139,0000,Juda Jatan (335),0607100362058139
11918,03,PUNJAB,053,Sangrur,00271,Sangrur,039673,0000,Dittupur (229),0305300271039673
1672,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029153,0000,Bana Malwala  (57),0303600206029153
11199,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038935,0000,Kulheri (252),0305100265038935
13106,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057738,0000,Kabulpur (181),0607100361057738
11381,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,039117,0000,Cholta Khurd (385),0305200266039117
6318,03,PUNJAB,042,Moga,00231,Nihal Singhwala,033928,0000,Barewala (151),0304200231033928
14863,06,HARYANA,075,Panipat,00376,Israna,059533,0000,Seenk (52),0607500376059533
7118,03,PUNJAB,043,Firozpur,00235,Firozpur,034754,0000,Chak Khundar (311),0304300235034754
15436,06,HARYANA,077,Jind,00383,Jind,060120,0000,Ponkar Kheri (10),0607700383060120
522,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027965,0000,Bohar Wadala (79),0303500202027965
2217,03,PUNJAB,037,Jalandhar,00209,Shahkot,029756,0000,Kakar Khurd (238),0303700209029756
16187,06,HARYANA,080,Hisar,00393,Adampur,060854,0000,Mothsara(221),0608000393060854
10533,03,PUNJAB,050,Tarn Taran,00261,Khadur Sahib,038253,0000,Bhail Dhaiwala (345),0305000261038253
11249,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,038984,0000,Saini Majra (167),0305200266038984
10021,03,PUNJAB,049,Amritsar ,00258,Baba Bakala ,037736,0000,Malowal (121),0304900258037736
8310,03,PUNJAB,047,Mansa,00247,Sardulgarh,035958,0000,Khaira Khurd (197),0304700247035958
2493,03,PUNJAB,037,Jalandhar,00211,Phillaur,030034,0000,Phillaur Qilla (133),0303700211030034
3018,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030575,0000,Jaffal Jhingar (127),0303700213030575
4725,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032316,0000,Usmanpur (229),0303900218032316
16428,06,HARYANA,080,Hisar,00396,Hansi,061097,0000,Bass Khurd Bejan(98),0608000396061097
1045,03,PUNJAB,035,Gurdaspur,00203,Batala ,028508,0000,Kathana ((455),0303500203028508
3560,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031136,0000,Pawar (266),0303800215031136
582,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028027,0000,Maur (140),0303500202028027
16273,06,HARYANA,080,Hisar,00394,Hisar,060939,0000,Bharri(8),0608000394060939
16774,06,HARYANA,081,Bhiwani,00402,Dadri,061431,0000,Kheri Battar(92),0608100402061431
5754,03,PUNJAB,041,Ludhiana,00226,Payal,033358,0000,Haraichan (248),0304100226033358
16607,06,HARYANA,081,Bhiwani,00399,Tosham,061269,0000,Sidhan(91),0608100399061269
9145,03,PUNJAB,048,Patiala,00253,Patiala,036793,0000,Palakha (314),0304800253036793
14763,06,HARYANA,075,Panipat,00375,Panipat,059422,0000,Sherah (2),0607500375059422
13175,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057807,0000,Lakhi Bans (2),0607100361057807
1809,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029297,0000,Passan (184),0303600206029297
2746,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030293,0000,Chukhiara (59),0303700212030293
6629,03,PUNJAB,043,Firozpur,00234,Zira,034241,0000,Tibbi Badra (93),0304300234034241
5978,03,PUNJAB,041,Ludhiana,00228,Ludhiana (West),033583,0000,Bulara (265),0304100228033583
4452,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,032038,0000,Jamalpur (365),0303800217032038
2940,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030496,0000,Musapur (341),0303700213030496
13757,06,HARYANA,072,Kurukshetra,00365,Pehowa,058412,0000,Diwana (5),0607200365058412
6274,03,PUNJAB,041,Ludhiana,00230,Jagraon,033886,0000,Agwar Lopon Kalan (134),0304100230033886
17393,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062051,0000,Kothal Khurd(97),0608400411062051
13253,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057893,0000,Ruhla Kheri (424),0607100361057893
7776,03,PUNJAB,044,Muktsar,00241,Muktsar,035422,0000,Jaseana (133),0304400241035422
5281,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032872,0000,Annian (29),0304000222032872
15411,06,HARYANA,077,Jind,00383,Jind,060094,0000,Danda Kheri (2),0607700383060094
10574,03,PUNJAB,050,Tarn Taran,00261,Khadur Sahib,038295,0000,Dolchipur (112),0305000261038295
14901,06,HARYANA,075,Panipat,00377,Samalkha,059572,0000,Nurpur Gujran (47),0607500377059572
11442,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039180,0000,Kauru Majra (262),0305200267039180
3817,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031395,0000,Dallewal (411),0303800216031395
6355,03,PUNJAB,042,Moga,00232,Bagha Purana,033963,0000,Sekha Khurd (127),0304200232033963
6357,03,PUNJAB,042,Moga,00232,Bagha Purana,033965,0000,Malke (119),0304200232033965
13823,06,HARYANA,072,Kurukshetra,00366,Thanesar,058481,0000,Shadipur (28),0607200366058481
14572,06,HARYANA,074,Karnal,00372,Karnal,059230,0000,Pipalwali (8),0607400372059230
2291,03,PUNJAB,037,Jalandhar,00209,Shahkot,029832,0000,Malsian  (109),0303700209029832
16171,06,HARYANA,080,Hisar,00393,Adampur,060838,0000,Chuli Kalan(7),0608000393060838
18384,06,HARYANA,087,Mewat ,00421,Taoru,063063,0000,Dalaka(71),0608700421063063
2324,03,PUNJAB,037,Jalandhar,00210,Nakodar,029864,0000,Khanpur Dhadda (168)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0303700210029864
1839,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029331,0000,Kahlwan (172),0303600206029331
10060,03,PUNJAB,049,Amritsar ,00258,Baba Bakala ,037775,0000,Ram Dewali Musalmana (200),0304900258037775
16408,06,HARYANA,080,Hisar,00396,Hansi,061077,0000,Umra(137),0608000396061077
16209,06,HARYANA,080,Hisar,00394,Hisar,060875,0000,Risalu Khera(38),0608000394060875
5312,03,PUNJAB,040,Fatehgarh Sahib,00223,Khamanon,032906,0000,Kotla Ajner (206),0304000223032906
5575,03,PUNJAB,041,Ludhiana,00224,Samrala,033172,0000,Manki (119),0304100224033172
3561,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031137,0000,Khichian (261),0303800215031137
7882,03,PUNJAB,045,Faridkot,00242,Faridkot,035529,0000,Faridkot (Rural) (75),0304500242035529
8876,03,PUNJAB,048,Patiala,00253,Patiala,036517,0000,Balipur (5),0304800253036517
12644,06,HARYANA,070,Ambala,00358,Naraingarh,057264,0000,Mugal Majra (83),0607000358057264
3567,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031143,0000,Miani Malahan (430),0303800215031143
11602,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00268,Dera Bassi,039351,0000,Fatehpur Jattan (32),0305200268039351
10243,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,037960,0000,Rakh Sheron (267),0305000259037960
6218,03,PUNJAB,041,Ludhiana,00230,Jagraon,033830,0000,Jandi (55),0304100230033830
10307,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,038026,0000,Wan (226) ,0305000259038026
14166,06,HARYANA,073,Kaithal,00368,Kaithal,058824,0000,Budha Khera (87),0607300368058824
14593,06,HARYANA,074,Karnal,00372,Karnal,059252,0000,Saidpura (7),0607400372059252
4909,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032502,0000,Atal Majara (236),0303900219032502
13505,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058156,0000,Hal-Dari Gujar(95),0607100363058156
1146,03,PUNJAB,035,Gurdaspur,00203,Batala ,028609,0000,Ainokot (105),0303500203028609
15930,06,HARYANA,079,Sirsa,00390,Sirsa,060602,0000,Fatehpur Niamatkhan(194),0607900390060602
17590,06,HARYANA,084,Mahendragarh,00412,Narnaul,062246,0000,Ghataser(284),0608400412062246
10956,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038682,0000,Budha Bhora (73),0305100264038682
15692,06,HARYANA,078,Fatehabad,00387,Tohana,060369,0000,Gularwala(199),0607800387060369
1295,03,PUNJAB,035,Gurdaspur,00203,Batala ,028759,0000,Nawan Pind Milkhi-wala (252),0303500203028759
14315,06,HARYANA,073,Kaithal,00369,Fatehpur Pundri,058971,0000,Dheraru (16),0607300369058971
2981,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030538,0000,Chuhan (383),0303700213030538
17899,06,HARYANA,085,Rewari,00414,Rewari,062562,0000,Thothwalka (139),0608500414062562
3769,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031347,0000,Kukanet (472),0303800216031347
9656,03,PUNJAB,049,Amritsar ,00255,Ajnala,037345,0000,Boharwala (271),0304900255037345
2472,03,PUNJAB,037,Jalandhar,00211,Phillaur,030011,0000,Hardo Sangha (84),0303700211030011
4815,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032408,0000,Fatehgarh Alias Sudha Majra (199),0303900219032408
3227,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030797,0000,Khokhar (503),0303800214030797
18635,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063329,0000,Malhaka(164),0608700423063329
12055,03,PUNJAB,053,Sangrur,00272,Sunam,039811,0000,Dialgarh Jejian (123),0305300272039811
12798,06,HARYANA,070,Ambala,00359,Ambala,057422,0000,Manka (178),0607000359057422
8120,03,PUNJAB,046,Bathinda,00245,Bathinda,035771,0000,Buladewala (73),0304600245035771
