,state-code,state-name,district-code,district-name,teh-code,teh-name,vill-code,ward-no,area-name,census_id
7844,03,PUNJAB,045,Faridkot,00242,Faridkot,035489,0000,Chet Singhwala (61),0304500242035489
4853,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032446,0000,Nanowal (382),0303900219032446
80,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027460,0000,Islampur (237),0303500201027460
5278,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032869,0000,Bir Mohammadi (13),0304000222032869
5434,03,PUNJAB,041,Ludhiana,00224,Samrala,033029,0000,Burj Sherpur (22),0304100224033029
2188,03,PUNJAB,037,Jalandhar,00209,Shahkot,029727,0000,Raunt (294),0303700209029727
3860,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031439,0000,Khadiala (60),0303800216031439
10297,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,038016,0000,Takhu Chak (242),0305000259038016
8924,03,PUNJAB,048,Patiala,00253,Patiala,036566,0000,Bishanpura Chhana (40),0304800253036566
12201,03,PUNJAB,053,Sangrur,00274,Moonak,039954,0000,Andana (122),0305300274039954
15126,06,HARYANA,076,Sonipat,00380,Sonipat,059804,0000,Tajpur (14),0607600380059804
16726,06,HARYANA,081,Bhiwani,00401,Loharu,061385,0000,Bisalwas(57),0608100401061385
16700,06,HARYANA,081,Bhiwani,00401,Loharu,061359,0000,Jhanjara Sheoran(46),0608100401061359
18374,06,HARYANA,087,Mewat ,00421,Taoru,063053,0000,Nanuka(58),0608700421063053
5804,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033407,0000,Ghumait (194),0304100227033407
669,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028114,0000,Jaura Chhittran (221),0303500202028114
4444,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,032030,0000,Maira (481),0303800217032030
127,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027509,0000,Lahri Brahmanan (294),0303500201027509
3201,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030770,0000,Fatehullapur (129),0303800214030770
5273,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032864,0000,Salana Jiwan Singh Wala (11),0304000222032864
10337,03,PUNJAB,050,Tarn Taran,00260,Patti ,038054,0000,Dalairi (67),0305000260038054
8424,03,PUNJAB,047,Mansa,00248,Budhlada,036073,0000,Bhadra (36),0304700248036073
3128,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030685,0000,Baghiari (7),0303800214030685
16262,06,HARYANA,080,Hisar,00394,Hisar,060928,0000,Rawat Khera(13),0608000394060928
18921,06,HARYANA,089,Palwal ,00427,Palwal,063622,0000,Chhaprola(4),0608900427063622
16715,06,HARYANA,081,Bhiwani,00401,Loharu,061374,0000,Dhani Shama(68),0608100401061374
13527,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058179,0000,Beli Bhud (63),0607100363058179
3544,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031119,0000,Patial (288),0303800215031119
4389,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031975,0000,Dairon (140),0303800217031975
17969,06,HARYANA,085,Rewari,00414,Rewari,062638,0000,Dawana (156),0608500414062638
6853,03,PUNJAB,043,Firozpur,00235,Firozpur,034474,0000,Arazi Katoria (157),0304300235034474
939,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028394,0000,Kishanpur (591),0303500202028394
124,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027506,0000,Chak Bharain (301),0303500201027506
8126,03,PUNJAB,046,Bathinda,00245,Bathinda,035777,0000,Virk Khurd (182),0304600245035777
13759,06,HARYANA,072,Kurukshetra,00365,Pehowa,058414,0000,Ishaq (10),0607200365058414
16269,06,HARYANA,080,Hisar,00394,Hisar,060935,0000,Balawas(32),0608000394060935
2485,03,PUNJAB,037,Jalandhar,00211,Phillaur,030025,0000,Fatehgarh Nihal (108),0303700211030025
10661,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038380,0000,Pachranda (379),0305100262038380
975,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028432,0000,Roranwali (488),0303500202028432
8328,03,PUNJAB,047,Mansa,00247,Sardulgarh,035976,0000,Fatta Maluka (166),0304700247035976
1182,03,PUNJAB,035,Gurdaspur,00203,Batala ,028645,0000,Baddowal (109),0303500203028645
18699,06,HARYANA,087,Mewat ,00424,Punahana,063396,0000,Rasoolpur(194),0608700424063396
15971,06,HARYANA,079,Sirsa,00390,Sirsa,060643,0000,Lahenge Wala(165),0607900390060643
12765,06,HARYANA,070,Ambala,00359,Ambala,057387,0000,Bheelpura (68),0607000359057387
7847,03,PUNJAB,045,Faridkot,00242,Faridkot,035492,0000,Bhilewala (45),0304500242035492
3250,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030822,0000,Rajpur (85),0303800214030822
12687,06,HARYANA,070,Ambala,00358,Naraingarh,057307,0000,Okhal(295),0607000358057307
10628,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038347,0000,Dasgran (357),0305100262038347
4839,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032432,0000,Thanwala (395),0303900219032432
16835,06,HARYANA,081,Bhiwani,00402,Dadri,061492,0000,Patuwas (167),0608100402061492
16230,06,HARYANA,080,Hisar,00394,Hisar,060896,0000,Meengni Khera(171),0608000394060896
15298,06,HARYANA,077,Jind,00382,Narwana,059982,0000,Karamgarh (70),0607700382059982
2764,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030311,0000,Talwara  (134),0303700212030311
6883,03,PUNJAB,043,Firozpur,00235,Firozpur,034504,0000,Faridewala (141),0304300235034504
4767,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032360,0000,Lohgarh (465),0303900219032360
10482,03,PUNJAB,050,Tarn Taran,00260,Patti ,038203,0000,Umrabath (162),0305000260038203
5239,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032830,0000,Kapurgarh (87),0304000222032830
1594,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029068,0000,Baryar (1),0303600205029068
16480,06,HARYANA,081,Bhiwani,00398,Bhiwani,061144,0000,Sarsa (2),0608100398061144
13726,06,HARYANA,072,Kurukshetra,00365,Pehowa,058381,0000,Shergarh (321),0607200365058381
5497,03,PUNJAB,041,Ludhiana,00224,Samrala,033092,0000,Mushkabad (95),0304100224033092
11162,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038898,0000,Sarhana (279),0305100265038898
4950,03,PUNJAB,040,Fatehgarh Sahib,00220,Bassi Pathana,032541,0000,Chuni Kalan (62),0304000220032541
6135,03,PUNJAB,041,Ludhiana,00229,Raikot,033747,0000,Umarpura (154),0304100229033747
4362,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031948,0000,Lasara (347),0303800217031948
17515,06,HARYANA,084,Mahendragarh,00412,Narnaul,062171,0000,Sarai Bahadur Nagar(181),0608400412062171
19042,06,HARYANA,089,Palwal ,00428,Hathin,063746,0000,Khokiaka(219),0608900428063746
10160,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,037875,0000,Rataul (55),0305000259037875
8555,03,PUNJAB,048,Patiala,00250,Samana,036199,0000,Kutbanpur (86),0304800250036199
12936,06,HARYANA,070,Ambala,00360,Barara,057568,0000,Uplana (14),0607000360057568
1229,03,PUNJAB,035,Gurdaspur,00203,Batala ,028693,0000,Mamrai (225),0303500203028693
7030,03,PUNJAB,043,Firozpur,00235,Firozpur,034657,0000,Piruwala (81),0304300235034657
3825,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031403,0000,Maker Soli (403),0303800216031403
9443,03,PUNJAB,049,Amritsar ,00255,Ajnala,037111,0000,Rurewal (92),0304900255037111
11005,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038732,0000,Akalgarh Urf Burjwala (202),0305100264038732
1123,03,PUNJAB,035,Gurdaspur,00203,Batala ,028586,0000,Sidhwan (70),0303500203028586
9432,03,PUNJAB,049,Amritsar ,00255,Ajnala,037100,0000,Panjgrianwala (65),0304900255037100
3697,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031273,0000,Repur (589),0303800215031273
5041,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032630,0000,Ferozepur (78),0304000221032630
509,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027946,0000,Baupur Afganan (167),0303500202027946
2097,03,PUNJAB,036,Kapurthala ,00208,Phagwara ,029631,0000,Khurampur (63) ,0303600208029631
17139,06,HARYANA,083,Jhajjar,00408,Bahadurgarh,061797,0000,Lagarpur(74),0608300408061797
14157,06,HARYANA,073,Kaithal,00368,Kaithal,058815,0000,Ferozepur (67),0607300368058815
9216,03,PUNJAB,048,Patiala,00254,Rajpura,036876,0000,Gobindgarh Dhakli Kami Kalan (375),0304800254036876
10635,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038354,0000,Khanpur (356),0305100262038354
15065,06,HARYANA,076,Sonipat,00379,Ganaur,059744,0000,Dabarpur (156),0607600379059744
15114,06,HARYANA,076,Sonipat,00380,Sonipat,059791,0000,Karewri(198),0607600380059791
6589,03,PUNJAB,042,Moga,00233,Moga,034200,0000,Sanghera (205),0304200233034200
12097,03,PUNJAB,053,Sangrur,00272,Sunam,039853,0000,Sansarpura (29),0305300272039853
3918,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031497,0000,Jahan Khelan (354),0303800216031497
9554,03,PUNJAB,049,Amritsar ,00255,Ajnala,037241,0000,Punga (130),0304900255037241
3189,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030758,0000,Kalyanpur (144),0303800214030758
6603,03,PUNJAB,042,Moga,00233,Moga,034214,0000,Mandar (185) ,0304200233034214
14899,06,HARYANA,075,Panipat,00377,Samalkha,059570,0000,Pasina Khurd (49),0607500377059570
8209,03,PUNJAB,046,Bathinda,00246,Talwandi Sabo,035860,0000,Bangi Nihal Singh (38),0304600246035860
14141,06,HARYANA,073,Kaithal,00367,Guhla,058801,0000,Kakrala Inayat (69),0607300367058801
139,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027524,0000,Gharota Khurd (284),0303500201027524
16676,06,HARYANA,081,Bhiwani,00401,Loharu,061335,0000,Sudhiwas(107),0608100401061335
19009,06,HARYANA,089,Palwal ,00427,Palwal,063712,0000,Kushak(111),0608900427063712
6242,03,PUNJAB,041,Ludhiana,00230,Jagraon,033854,0000,Abupura (30),0304100230033854
6344,03,PUNJAB,042,Moga,00232,Bagha Purana,033952,0000,Gulabe Singhwala (137),0304200232033952
12461,06,HARYANA,069,Panchkula,00357,Panchkula,057076,0000,Kami (243),0606900357057076
12842,06,HARYANA,070,Ambala,00359,Ambala,057466,0000,Niharsa (310),0607000359057466
10459,03,PUNJAB,050,Tarn Taran,00260,Patti ,038180,0000,Muthianwala (321),0305000260038180
6778,03,PUNJAB,043,Firozpur,00234,Zira,034400,0000,Buianwala (370),0304300234034400
18715,06,HARYANA,087,Mewat ,00424,Punahana,063415,0000,Singar(238),0608700424063415
12195,03,PUNJAB,053,Sangrur,00274,Moonak,039948,0000,Mandvi (118),0305300274039948
11675,03,PUNJAB,053,Sangrur,00269,Malerkotla,039430,0000,Mithewal (123),0305300269039430
915,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028367,0000,Munan Khurd (621),0303500202028367
2644,03,PUNJAB,037,Jalandhar,00211,Phillaur,030191,0000,Rajpur (183),0303700211030191
9482,03,PUNJAB,049,Amritsar ,00255,Ajnala,037168,0000,Bhindi Nain (20),0304900255037168
16294,06,HARYANA,080,Hisar,00394,Hisar,060960,0000,Khokha(28),0608000394060960
10961,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038687,0000,Pathreri Rajputan (170),0305100264038687
10143,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,037858,0000,Sarai Amanat Khan (173),0305000259037858
10942,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038667,0000,Nanakpur Alias Sharfabad (43),0305100264038667
10477,03,PUNJAB,050,Tarn Taran,00260,Patti ,038198,0000,Sito Nauabad (191),0305000260038198
8983,03,PUNJAB,048,Patiala,00253,Patiala,036628,0000,Kakapur (211),0304800253036628
14953,06,HARYANA,076,Sonipat,00378,Gohana,059627,0000,Matand (24),0607600378059627
684,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028129,0000,Radhan (156),0303500202028129
217,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027604,0000,Lahri (183),0303500201027604
17844,06,HARYANA,085,Rewari,00414,Rewari,062505,0000,Tint (41),0608500414062505
11928,03,PUNJAB,053,Sangrur,00271,Sangrur,039683,0000,Majha (19),0305300271039683
6034,03,PUNJAB,041,Ludhiana,00228,Ludhiana (West),033640,0000,Chark (121),0304100228033640
778,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028226,0000,Uncha  (358),0303500202028226
3056,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030613,0000,Madhopur  (21),0303700213030613
12497,06,HARYANA,069,Panchkula,00357,Panchkula,057112,0000,Bhoj Naita (319),0606900357057112
895,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028347,0000,Talwandi (Bathungarh) (383),0303500202028347
10614,03,PUNJAB,050,Tarn Taran,00261,Khadur Sahib,038336,0000,Takhtu Chak (116),0305000261038336
14794,06,HARYANA,075,Panipat,00375,Panipat,059453,0000,Razapur  (13),0607500375059453
4359,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031945,0000,Bathal (283),0303800217031945
6417,03,PUNJAB,042,Moga,00233,Moga,034023,0000,Killi Chahlan (37),0304200233034023
8507,03,PUNJAB,047,Mansa,00249,Mansa,036154,0000,Kharak Singhwala (64),0304700249036154
2978,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030535,0000,Dittu Nangal (378),0303700213030535
410,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027840,0000,Sandar (268),0303500202027840
18738,06,HARYANA,088,Faridabad,00425,Faridabad,063437,0000,Khori Jamalpur(34),0608800425063437
9840,03,PUNJAB,049,Amritsar ,00256,Amritsar -I  ,037529,0000,Gehri (157),0304900256037529
18906,06,HARYANA,089,Palwal ,00427,Palwal,063606,0000,Gopi Khera(58),0608900427063606
603,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028048,0000,Kaler Kalan (408),0303500202028048
13510,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058161,0000,Bichpari (77),0607100363058161
14189,06,HARYANA,073,Kaithal,00368,Kaithal,058847,0000,Ujana (28),0607300368058847
7550,03,PUNJAB,043,Firozpur,00238,Abohar ,035202,0000,Baluana (115),0304300238035202
14436,06,HARYANA,074,Karnal,00371,Indri,059089,0000,Keherba (4),0607400371059089
4216,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031801,0000,Kot Fatuhi (89),0303800217031801
12239,03,PUNJAB,054,Barnala,00275,Barnala,039990,0000,Harbanspura (50),0305400275039990
4616,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032201,0000,Bharo Mazara (97),0303900218032201
14787,06,HARYANA,075,Panipat,00375,Panipat,059446,0000,Sithana (14),0607500375059446
3336,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030908,0000,Bhatoli (444),0303800214030908
909,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028361,0000,Karal (613),0303500202028361
14907,06,HARYANA,075,Panipat,00377,Samalkha,059578,0000,Rasulpur (43),0607500377059578
10690,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038409,0000,Paharpur (329),0305100262038409
4651,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032239,0000,Surapur Theh (190),0303900218032239
17560,06,HARYANA,084,Mahendragarh,00412,Narnaul,062216,0000,Khorma(127),0608400412062216
5637,03,PUNJAB,041,Ludhiana,00225,Khanna,033236,0000,Rohnon Kalan (264),0304100225033236
14488,06,HARYANA,074,Karnal,00371,Indri,059141,0000,Nabiabad (101),0607400371059141
5757,03,PUNJAB,041,Ludhiana,00226,Payal,033361,0000,Rampur (249),0304100226033361
15848,06,HARYANA,079,Sirsa,00389,Dabwali,060521,0000,Godeka(262),0607900389060521
2288,03,PUNJAB,037,Jalandhar,00209,Shahkot,029829,0000,Haveli (112),0303700209029829
8175,03,PUNJAB,046,Bathinda,00245,Bathinda,035826,0000,Dhunike (102),0304600245035826
16180,06,HARYANA,080,Hisar,00393,Adampur,060847,0000,Mohabatpur(175),0608000393060847
6106,03,PUNJAB,041,Ludhiana,00229,Raikot,033717,0000,Barhampur (376),0304100229033717
8511,03,PUNJAB,047,Mansa,00249,Mansa,036158,0000,Burj Jhabran (5),0304700249036158
5320,03,PUNJAB,040,Fatehgarh Sahib,00223,Khamanon,032915,0000,Dholewal (178),0304000223032915
5234,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032824,0000,Tanda Badha Khurd (93),0304000222032824
16452,06,HARYANA,081,Bhiwani,00397,Bawani Khera,061118,0000,Paposa (41),0608100397061118
5629,03,PUNJAB,041,Ludhiana,00225,Khanna,033225,0000,Bir Kishan Singh (251),0304100225033225
5305,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032898,0000,Dodheri (202),0304000222032898
18889,06,HARYANA,089,Palwal ,00427,Palwal,063589,0000,Zaibabad Kherli(193),0608900427063589
2514,03,PUNJAB,037,Jalandhar,00211,Phillaur,030057,0000,Shadipur (97),0303700211030057
14208,06,HARYANA,073,Kaithal,00368,Kaithal,058866,0000,Peoda (41),0607300368058866
8315,03,PUNJAB,047,Mansa,00247,Sardulgarh,035963,0000,Ranjitgarh Bandra (180),0304700247035963
10198,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,037913,0000,Bhullar (93),0305000259037913
14285,06,HARYANA,073,Kaithal,00369,Fatehpur Pundri,058941,0000,Deeg (43),0607300369058941
13978,06,HARYANA,072,Kurukshetra,00366,Thanesar,058638,0000,Haripur (146),0607200366058638
15439,06,HARYANA,077,Jind,00383,Jind,060123,0000,Bahbalpur (52),0607700383060123
15260,06,HARYANA,076,Sonipat,00381,Kharkhoda,059946,0000,Ferozepur Bangar (237),0607600381059946
2795,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030342,0000,Kotla (213),0303700212030342
1445,03,PUNJAB,035,Gurdaspur,00204,Dera Baba Nanak  ,028911,0000,Tarowali  (372) ,0303500204028911
8451,03,PUNJAB,047,Mansa,00249,Mansa,036098,0000,Hirewala (120),0304700249036098
1993,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029499,0000,Toti (12),0303600207029499
6887,03,PUNJAB,043,Firozpur,00235,Firozpur,034508,0000,Sher Khanwala (132),0304300235034508
19036,06,HARYANA,089,Palwal ,00428,Hathin,063740,0000,Ferozepur Rajput(254),0608900428063740
6959,03,PUNJAB,043,Firozpur,00235,Firozpur,034583,0000,Akuwala (40),0304300235034583
11164,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038900,0000,Kotli (272),0305100265038900
9604,03,PUNJAB,049,Amritsar ,00255,Ajnala,037291,0000,Kamirpur (195),0304900255037291
12482,06,HARYANA,069,Panchkula,00357,Panchkula,057097,0000,Bharauli (212),0606900357057097
1542,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029010,0000,Dabulian (76),0303600205029010
2846,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030399,0000,Chak Mochipur (268),0303700213030399
15307,06,HARYANA,077,Jind,00382,Narwana,059991,0000,Frain Kalan (78),0607700382059991
4313,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031899,0000, Pandori Ladha Singh (106),0303800217031899
19054,06,HARYANA,089,Palwal ,00428,Hathin,063759,0000,Bighawali(207),0608900428063759
18459,06,HARYANA,087,Mewat ,00422,Nuh,063145,0000,Jogipur (105),0608700422063145
9779,03,PUNJAB,049,Amritsar ,00256,Amritsar -I  ,037468,0000,Sham Nagar (223),0304900256037468
16577,06,HARYANA,081,Bhiwani,00399,Tosham,061239,0000,Katwar (97),0608100399061239
1977,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029483,0000,Wadhel Mauja  (130),0303600207029483
17233,06,HARYANA,083,Jhajjar,00409,Jhajjar,061893,0000,Dhakla(223),0608300409061893
9533,03,PUNJAB,049,Amritsar ,00255,Ajnala,037220,0000,Waryah (156),0304900255037220
16193,06,HARYANA,080,Hisar,00393,Adampur,060860,0000,Kajla(142),0608000393060860
14762,06,HARYANA,075,Panipat,00375,Panipat,059421,0000,Dharamgarh (1),0607500375059421
17086,06,HARYANA,083,Jhajjar,00407,Beri,061743,0000,Bir Dhana(108),0608300407061743
13488,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058138,0000,Juda Shei Khan (332),0607100362058138
1557,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029026,0000,Mand Talwandi Kuka (44),0303600205029026
13028,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057659,0000,Chahron (383),0607100361057659
18059,06,HARYANA,085,Rewari,00415,Bawal,062733,0000,Bhagwanpur (58),0608500415062733
16724,06,HARYANA,081,Bhiwani,00401,Loharu,061383,0000,Gagarwas(58),0608100401061383
16863,06,HARYANA,081,Bhiwani,00403,Badhra,061519,0000,Rehrodhi(11),0608100403061519
8639,03,PUNJAB,048,Patiala,00251,Patran,036281,0000,Jalalpur (193),0304800251036281
8857,03,PUNJAB,048,Patiala,00253,Patiala,036498,0000,Alampur (104),0304800253036498
9049,03,PUNJAB,048,Patiala,00253,Patiala,036695,0000,Bure Majra (238),0304800253036695
16338,06,HARYANA,080,Hisar,00394,Hisar,061004,0000,Chamar Khera(67),0608000394061004
3873,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031452,0000,Sherpur Kham  (77),0303800216031452
1357,03,PUNJAB,035,Gurdaspur,00203,Batala ,028821,0000,Dadu Jodh (337),0303500203028821
4808,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032401,0000,Jagtewal (207),0303900219032401
10470,03,PUNJAB,050,Tarn Taran,00260,Patti ,038191,0000,Mallahanwala (351),0305000260038191
1536,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029004,0000,Chakshah Alladin (68),0303600205029004
8976,03,PUNJAB,048,Patiala,00253,Patiala,036620,0000,Bir Majal (207),0304800253036620
2346,03,PUNJAB,037,Jalandhar,00210,Nakodar,029886,0000,Kang Sahbu (140),0303700210029886
6721,03,PUNJAB,043,Firozpur,00234,Zira,034342,0000,Gurdittiwala   (3),0304300234034342
11143,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038878,0000,Dugri (164),0305100265038878
12651,06,HARYANA,070,Ambala,00358,Naraingarh,057271,0000,Chhoti Kohri (71),0607000358057271
6571,03,PUNJAB,042,Moga,00233,Moga,034181,0000,Qadarwala (184),0304200233034181
12508,06,HARYANA,069,Panchkula,00357,Panchkula,057123,0000,Mandlai (198),0606900357057123
2011,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029517,0000,Suchetgarh  (150),0303600207029517
12189,03,PUNJAB,053,Sangrur,00274,Moonak,039942,0000,Harigarh Gehlan (110),0305300274039942
14149,06,HARYANA,073,Kaithal,00368,Kaithal,058807,0000,Prabhawat (81),0607300368058807
11042,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038772,0000,Bara Surtanpur (71),0305100265038772
7358,03,PUNJAB,043,Firozpur,00236,Jalalabad ,035001,0000,Hamid Saide Ke (237),0304300236035001
4323,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031909,0000,Mazara Dingrian (111),0303800217031909
6715,03,PUNJAB,043,Firozpur,00234,Zira,034336,0000,Killi Bodla (33),0304300234034336
11667,03,PUNJAB,053,Sangrur,00269,Malerkotla,039422,0000,Manakheri (40),0305300269039422
8714,03,PUNJAB,048,Patiala,00252,Nabha,036355,0000,Labana Karmoo (165),0304800252036355
10853,03,PUNJAB,051,Rupnagar,00263,Nangal,038572,0000,Bhaton (262),0305100263038572
14733,06,HARYANA,074,Karnal,00374,Gharaunda,059391,0000,Lalupura (109),0607400374059391
13932,06,HARYANA,072,Kurukshetra,00366,Thanesar,058592,0000,Rawal Kheri (103),0607200366058592
15782,06,HARYANA,078,Fatehabad,00388,Fatehabad,060458,0000,Alipur Bharota(103),0607800388060458
11302,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,039037,0000,Kalewal (112),0305200266039037
15952,06,HARYANA,079,Sirsa,00390,Sirsa,060624,0000,Kirar Kot(160),0607900390060624
1533,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029001,0000,Ibrahimwal Taraf Gulam Nabi Khan (55),0303600205029001
11150,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038886,0000,Samrauli (228),0305100265038886
4784,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032377,0000,Dalelpur Urf Sarowal (442),0303900219032377
17356,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062014,0000,Khaira (Part)(89),0608400411062014
18538,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063231,0000,Dhadola(35),0608700423063231
17714,06,HARYANA,085,Rewari,00413,Kosli,062371,0000,Gugod (174),0608500413062371
12865,06,HARYANA,070,Ambala,00359,Ambala,057489,0000,Addu Majra (278),0607000359057489
17740,06,HARYANA,085,Rewari,00414,Rewari,062397,0000,Chang (238) ,0608500414062397
7033,03,PUNJAB,043,Firozpur,00235,Firozpur,034661,0000,Waghewala (75),0304300235034661
15263,06,HARYANA,076,Sonipat,00381,Kharkhoda,059949,0000,Pahladpur  (15R),0607600381059949
9382,03,PUNJAB,048,Patiala,00254,Rajpura,037043,0000,Jansua (45),0304800254037043
18083,06,HARYANA,086,Gurgaon,00416,Pataudi,062754,0000,Jasat(17),0608600416062754
945,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028402,0000,Jhanda Gujjran (577),0303500202028402
1743,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029230,0000,Phulewal (140),0303600206029230
5748,03,PUNJAB,041,Ludhiana,00226,Payal,033352,0000,Doburji (219),0304100226033352
11708,03,PUNJAB,053,Sangrur,00269,Malerkotla,039464,0000,Amir Nagar (100),0305300269039464
1623,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029096,0000,Mudowal (110),0303600206029096
11197,03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,038933,0000,Badwali (251),0305100265038933
5622,03,PUNJAB,041,Ludhiana,00225,Khanna,033218,0000,Raipur (155),0304100225033218
8326,03,PUNJAB,047,Mansa,00247,Sardulgarh,035974,0000,Jhanduke (170),0304700247035974
4310,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031896,0000,Thoana (97),0303800217031896
18452,06,HARYANA,087,Mewat ,00422,Nuh,063138,0000,Sudaka (145),0608700422063138
2022,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029528,0000,Mand Hazara (171),0303600207029528
15413,06,HARYANA,077,Jind,00383,Jind,060096,0000,Darya Wala (3),0607700383060096
10663,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038382,0000,Barian (380),0305100262038382
12406,06,HARYANA,069,Panchkula,00356,Kalka,057011,0000,Bagharni (168),0606900356057011
15464,06,HARYANA,077,Jind,00383,Jind,060148,0000,Lalit Khera (7),0607700383060148
12365,06,HARYANA,069,Panchkula,00356,Kalka,056968,0000,Bar (135),0606900356056968
